4,Americans and Freedom,"\\""When we Americans first began, our biggest danger was clearly in view: we knew\from the bitter experience with King George III that the most serious threat to\democracy is usually the accumulation of too much power in the hands of an\Executive, whether he be a King or a president. Our ingrained American distrust\of concentrated power has very little to do with the character or persona of the\individual who wields that power. It is the power itself that must be\constrained, checked, dispersed and carefully balanced, in order to ensure the\survival of freedom. In addition, our founders taught us that public fear is the\most dangerous enemy of democracy because under the right circumstances it ...\\"
4,Why Windows isn't Unix,"\\""I first heard about this from one of the developers of the hit game SimCity, who\told me that there was a critical bug in his application: it used memory right\after freeing it, a major no-no that happened to work OK on DOS but would not\work under Windows where memory that is freed is likely to be snatched up by\another running application right away. The testers on the Windows team were\going through various popular applications, testing them to make sure they\worked OK, but SimCity kept crashing. They reported this to the Windows\developers, who disassembled SimCity, stepped through it in a debugger, found\the bug, and added special code that checked if SimCity was running, and if it\did ...\\"
4,"Microsoft, IE and Bloat","\\Zawodny  threads off of Scoble  on the IE issue:\\""I have to say, when I first read that I nearly fell off my chair laughing. I was\thinking ""how stupid ARE these IE guys?!?!?!"" But we all know that Microsoft is\full of smart people who care about what they're doing. So something really\doesn't compute here.""\\""Last time I checked, IE wasn't even close to feature parity with Mozilla's\browsers. No popup blocking, no tabbed browsing, etc.""\\""Does the IE team really not know what their product is missing?""\\Perhaps.  It's highly likely that they just don't know.\\The bigger issue here is that Microsoft products can't fail and they can't\succeed.  Microsoft has 40-50 billion in the bank.  There ...\\"
4,"DRM is doubleplus good for business, Congress advised",The Budget Office and the case of the disappearing public interest
4,HP: The Adaptive Enterprise that can't adapt,&lt;strong&gt;Opinion&lt;/strong&gt; SAP hardly to blame
4,Buffy the Censor Slayer,&lt;strong&gt;Letters&lt;/strong&gt; Readers drive stake through parents' group
4,Ashlee Vance: the readers have spoken,&lt;strong&gt;Poll results&lt;/strong&gt; Bright news for resident &lt;em&gt;Reg&lt;/em&gt; ladyboy
4,&lt;em&gt;El Reg&lt;/em&gt; pledges to name BSA antipiracy weasel,&lt;strong&gt;Competition&lt;/strong&gt; Get those suggestions in
4,Wireless net to get speed boost,Wireless computer networks could soon be running 10 times faster than they do now.
4,Watchdog rules over broadband ,The UK's ad watchdog rules over which net connections can be described as full speed broadband.
4,GameBoy mini-games win prize,A set of GameBoy micro-games is named as the most innovative game of the year at a festival in Scotland.
4,Microsoft takes down SP2 sharers,Microsoft is stopping people getting hold of a key security update via net-based file- sharing systems.
4,Long-awaited Doom 3 hits the UK,Doom 3 goes on sale in the UK at a time of renewed concerns over violence in video games.
